did,followers_count,valid_post_count,total_likes,total_reposts,total_replies,mean_X,avg_jump_size,lambda,duration_days,post_count
did:plc:t24llhdaaq4neeub2c23p62e,46,38,47,0,6,1.072152598905949,2.3947368421052633,0.24690562090080645,177.93683385416864,73
did:plc:44e3uwb734lagb5adsj5wpco,67,153,550,109,39,9.617583774781483,5.562091503267974,1.0190415861200586,178.18827829861254,350
did:plc:g5mmfhyoqphtzdnt3kpdhp4l,21,357,14,0,7,3.6905951516293922,1.0588235294117647,2.399568173696533,178.30411623842738,449
did:plc:hnohkvcdoiap6lgyauy5rzw2,352,1467,3678,129,1551,65.57235628595598,4.652351738241308,9.830594225749119,178.39941371527811,1625
did:plc:oehvfnf6xrh6elxoxsq3j4ul,206,95,239,12,23,3.7119114269920352,3.8842105263157896,0.6342202610553052,178.5322203935186,143
did:plc:neprk3m5vk6knuu7la3tw7gv,173,269,181,26,20,4.806552188228485,1.8438661710037174,1.8046150671148413,178.72767407407363,305
did:plc:o5u7zpj6zlvfyypuggzkmqre,25,1265,312,11,21,15.747862453294184,1.2719367588932806,8.514521762026995,178.49493684027757,1666
did:plc:36f4oduh6wfsusjhjdp4iwfx,179,804,1817,125,93,26.76147770335391,3.531094527363184,5.401600935588752,178.6849530555556,890
did:plc:nm3dqq4xcpkxvfirl5xg7bws,91,491,1004,83,123,17.08536825411651,3.4643584521384927,3.2922577820604952,178.46756414351916,585
did:plc:hd7stmrcnwbgndz5l6zkxsmw,176,61,55,0,11,1.9081294086077853,2.081967213114754,0.4109271298193445,178.09790675925987,165
did:plc:l6wuava3hdg2d2yka2e22a3d,66,269,251,18,42,5.689078613138063,2.1561338289962824,1.8146540130560636,178.04404560185142,316
did:plc:yjk6jz5qgjeonvf3kl7vqgha,562,69,57,7,8,3.6297478908640524,2.0434782608695654,0.4636822724449945,177.92232343750143,378
did:plc:p3lof2u5h423itibqspi365l,8,73,4,0,1,0.7826293745856688,1.0684931506849316,0.4925318987561549,177.82418686342461,94
did:plc:kg4gl3geexim574kc6tbmzaq,136,263,433,32,111,8.285421463773233,3.1901140684410647,1.7842830654460862,177.33793456018523,319
did:plc:s64bptzm6s7wqgpocfyos3t5,122,498,1701,7,143,22.30233368804754,4.716867469879518,3.308165154028297,178.55031069444286,598
did:plc:rijupffzxub5anb3724tj2rs,251,1514,1555,70,926,42.94195250652491,2.6849405548216643,10.269503619564327,177.34007344907357,1867
did:plc:hmv4yzt44bcmajnmgmwplsvj,208,137,16,0,1,1.5125721347588512,1.1240875912408759,0.9130136976641718,176.4513465740725,152
did:plc:um5atx7rzfojbjcgho7e42hi,128,44,26,0,0,0.9077330156099311,1.5909090909090908,0.28244923383472326,178.6293569907408,87
did:plc:6asdt7xsxcpt6sjds74cul2c,171,101,231,27,36,4.113098581147089,3.910891089108911,0.6746926960038826,177.97142059027874,164
did:plc:etyvfyay4ce7yojttmy4ahl5,195,15,49,2,2,0.7801591255434353,4.533333333333333,0.09774768924430552,176.9925133101863,32
did:plc:fzcmtnxoasv6nfeu7k6lvtnp,185,52,29,5,1,0.886855927892739,1.6730769230769231,0.34472801203158576,178.57221003472253,75
did:plc:uqzjgn74fpes4yqirk4s67vk,61002,44,5297,552,165,59.3641960228105,137.6818181818182,0.2973169294639422,177.77559200231676,93
did:plc:wk7tjy5nxgrks4qbcftldmot,93,9,23,1,1,0.33233543905287255,3.7777777777777777,0.05998198945424958,178.49989170138758,18
did:plc:lyfbfpcuqb4jdpiuino4fhlw,855,117,83,3,16,2.9253939868048087,1.8717948717948718,0.790378100509337,177.03184190971984,255
did:plc:potxwbgivg6ppx5ledjsjtm3,5413,155,411,22,31,6.844021910845295,3.9935483870967743,1.034777235058794,178.5726857060194,323
did:plc:nfzsv3hbfkv76tca27jj2dzw,10571,40,183,30,19,4.080048592278373,6.8,0.27538420774966765,175.02209539351915,186
did:plc:t6ksokric4s55d4fzyjutkt7,2970,70,961,101,60,9.552143043944042,17.02857142857143,0.4668036158978598,177.74063822916537,120
did:plc:32bjoyix2zto6qamfm4c7l7x,361,82,184,7,20,3.983997544418392,3.573170731707317,0.5579965213722754,176.857833865743,230
did:plc:ugu3wz5hnsfswj27ep2lqnwb,84,58,57,2,3,1.2333909636147322,2.0689655172413794,0.3937319575760065,173.83808847222062,75
did:plc:zq4wuqizhc53njlo3oxq5rld,176,179,472,11,61,7.241243804301213,4.039106145251397,1.1915766535664745,178.67235936342843,245
did:plc:aovlvms3v6b3ugg65pgbvuck,126,72,94,7,11,1.4314620139662513,2.5555555555555554,0.4377006512770779,177.04560934027865,76
did:plc:fartnfksvjn5twwrdmxofisz,878,192,545,19,40,7.942656674970696,4.145833333333333,1.2477497180432326,178.43522737268498,274
did:plc:2cga75su6h3qq7l7mked57em,324,203,325,10,43,5.878371761081509,2.8620689655172415,1.3700499249732714,177.16720416666732,303
did:plc:vbiop7qgpawmumhz7aituwnp,381,114,147,4,50,3.232198732184237,2.763157894736842,0.7672673391399242,178.0294704166662,157
did:plc:4a6qan3kjcwdcfbustee5mmj,263,20,33,0,6,1.7802726451020945,2.95,0.13203783474467937,178.19514300926141,183
did:plc:k5fotq5z6tyqzbx5biwrlbz3,51,246,151,7,46,5.417374045640068,1.829268292682927,1.650814434152325,178.49616373842514,417
did:plc:t6a4c7djgoaxmdef4daj3j5f,263,55,66,8,9,4.455468931471553,2.5090909090909093,0.36941351442231163,178.6146440277773,556
did:plc:wnpuik3kxk4uecx6u2giicbv,481,282,488,2,142,10.084786675518624,3.2411347517730498,1.8975519978464086,178.52120648148158,490
did:plc:7uxs5gawifk2xx7cuzmrzuxc,14773,538,1685,404,170,30.98291858294994,5.198884758364312,3.6201471765961886,178.57529456018574,1027
did:plc:fb6gwzrostqwkqyu3i3bhsbe,1122,193,564,17,112,8.502698197685831,4.590673575129534,1.2785584802000682,178.5943292708336,247
did:plc:v7yajzyf67vzxw2you4fahmf,129,146,330,12,5,4.786564302822603,3.3767123287671232,0.9720192361524873,178.50811503472428,158
did:plc:abttb4wcyq7i3d4nif37u3sc,166,326,675,56,37,12.118983968326246,3.355828220858896,2.1878569474746596,178.033368587963,466
did:plc:hvikqubncsxdig34gv44c6xn,1549,613,1782,147,136,26.595159688989437,4.368678629690049,4.144858610292236,177.6965966087966,758
did:plc:hxr6d7m5gbg7katkik2awifa,9377,13,37,6,1,0.9209191536251038,4.384615384615385,0.08789864863223015,177.83378990740687,50
did:plc:npuhgfudbmbjjlzd5pppxhbm,37,141,1385,67,17,15.982304897445697,11.418439716312056,0.9539282765134652,177.36507576388894,166
did:plc:f4jgtiqxwgzwrjiwdwo7u72c,89,116,74,0,29,2.1158516679123216,1.8879310344827587,0.7788841970030654,174.84075050926043,129
did:plc:egioh4cly6hzjmt57kl3u3nv,124,281,1530,159,101,20.097323673947905,7.370106761565836,1.9049023500173954,177.22312196759438,371
did:plc:55xcflio5jxroy6x7ke5jkzm,535,63,148,3,19,2.430127190234507,3.6984126984126986,0.42400027063045,178.5640537962952,123
did:plc:migoiw32fynphujdxvnohrxw,17,93,45,1,3,1.2948729307925102,1.5268817204301075,0.6028646313103873,176.31959892360976,98
did:plc:hdjtttrwfuuhfgrcjt7uvu7a,419,453,1503,139,217,27.35937612582985,5.103752759381899,3.042610411296467,178.8226428587983,1133
did:plc:oyn4txo3vbvw4orhq25qyzsy,205,13,6,0,2,0.317655789759127,1.6153846153846154,0.08440101819257344,154.02864612268354,23
did:plc:tivolkagxwcq37dsrwtjy5gx,5,125,17,0,24,1.6525667361087222,1.328,0.8497092932709813,176.41077599537041,156
did:plc:4i7h7cvnd6iekb6q25snbbgn,540,251,528,22,71,8.551132510135512,3.4741035856573705,1.685037249589337,177.96982226851912,286
did:plc:tossi6xbjbu3ucit4lxiymxs,359,52,115,0,13,1.8292282942910254,3.4615384615384617,0.36546604430932617,169.09025745370323,60
did:plc:zlhhr6eyzoea2bpiujscxhdx,659,121,179,9,28,4.17954097868758,2.7851239669421486,0.8139441022603217,178.60384201388945,238
did:plc:raswn6av6yunt3ehhmufu3e6,104,128,144,3,32,3.3811435988647314,2.3984375,0.8625102607550198,178.086711967593,216
did:plc:ppbfpvmwb5rkb7hkf7z7w3jv,677,29,39,0,6,1.5048959299586306,2.5517241379310347,0.1945608131196793,176.07007694444448,110
did:plc:ebhrgr6cjv3fhoeyu3vldsxq,526,536,4216,226,213,50.47486364914581,9.684701492537313,3.5991519047870963,178.751941493057,618
did:plc:jwr3dwdgs3qr3nc4slftc7b5,172,175,641,46,124,9.52527082538688,5.634285714285714,1.1768705390620269,178.53832458333284,223
did:plc:6p6i6fvn3qk2r6x32j3ohxwx,30,270,831,135,60,13.171508327702462,4.8,1.815754607672253,178.47077486111058,397
did:plc:yy7cevmgk26kc3n6sl5rtdlj,151,35,27,0,9,1.350997937987172,2.0285714285714285,0.24887672461393703,169.805177592591,140
did:plc:tkz4uuevstykc3fudkpse23e,214,326,258,1,120,7.114148478814694,2.1625766871165646,2.187391874246423,178.0312320833322,404
did:plc:2t3efrl2lcnnzvcabbvdgkmk,100,41,65,3,9,2.8489158122123195,2.8780487804878048,0.2776042241343952,177.45569501157436,287
did:plc:b3yipckeokmf35b6ykhwop6m,154,107,253,54,6,4.2635874260996,3.925233644859813,0.7276184685972308,175.94658611111342,149
did:plc:h4rsq75yw2fy7x4vvw5xut37,136,407,181,10,4,6.582223742748005,1.479115479115479,2.741080866225234,178.4577007407419,602
did:plc:tbkpmknxmvs7bvd7qzeqj33b,3405,109,485,59,29,6.779897683428864,6.256880733944954,0.7350414863905589,178.02443923611057,182
did:plc:b4rsvxf23br2t45bt7zbuyu2,518,20,31,2,6,0.5980968452877975,2.95,0.11505930435505289,178.48868921296187,35
did:plc:w7udkgrczrh6udsghdxamnns,88,200,447,19,103,7.862868466141466,3.845,1.3550786064769014,177.5194033796285,291
did:plc:htiat7akxdfbojxcmpsxg557,39,113,167,24,39,4.793220966349982,3.0353982300884956,0.753686650294803,177.79192068286793,325
did:plc:66jxjgxopxnalp6gngrvxjns,186,491,1072,27,145,17.02610462186279,3.5336048879837065,3.3039633493909166,178.55000434027778,589
did:plc:ve2hous55cqc4kmfbztbq2rz,372,258,1062,58,37,13.113418596767985,5.484496124031008,1.6343096939252972,178.59742533564844,323
did:plc:sbml3yourczwedjzgixpxu4v,575,57,30,3,9,2.2976646958756493,1.736842105263158,0.3954480104777633,174.03196925925988,258
did:plc:3cluxbtsvhacakadrzqxcmsb,1560,55,7465,1401,49,84.8671449591424,163.0909090909091,0.3666536785542217,178.61062259259046,119
did:plc:ly3hm7wutzgkhzv3bk34qoqr,11,56,293,1,19,3.475393307080728,6.589285714285714,0.3626894843368674,172.87905950231408,63
did:plc:3yf3yocraa3t7wozjk5wawvk,131,92,49,2,29,2.086728254060381,1.8695652173913044,0.6166396185555388,176.61883725694483,166
did:plc:njdip6u3og3mp54cnatrnphp,220,578,2929,115,167,37.43141516205818,6.555363321799308,3.891608975352563,178.52438565972227,977
did:plc:wuuuv24msltse4g6ee56y44k,125,75,93,0,32,2.018962581269231,2.6666666666666665,0.4962575237402103,171.68070528935226,98
did:plc:u32kb2mjyorsdjsh6zq2mohw,1094,180,304,9,77,23.789615915234503,3.1666666666666665,1.211237671524014,178.58874614583397,2521
did:plc:2fx4r4dqer7gqgweyax52ee4,922,26,65,0,10,1.0395725494755022,3.8846153846153846,0.1746923651100231,176.75055840277838,44
did:plc:kpbbixkxaxaxy3567nvedoxi,1445,59,570,25,26,6.8466396015121465,11.525423728813559,0.4122935207078854,170.7688316666666,104
did:plc:k7ur4vtjp2p4w6dkkrsy5iv3,304,37,56,1,3,1.880431111695858,2.6216216216216215,0.24771688211399068,178.105186828706,178
did:plc:uqy3pl5jclnyfkjxxstgtgsu,98,113,106,1,28,2.519880298729725,2.1946902654867255,0.75100399569757,177.61301553240529,134
did:plc:hltgedi22ecpqxrgmy4gmcjh,326,183,1452,368,130,25.909424945221396,11.655737704918034,1.2278424795592984,177.90560817129634,770
did:plc:5xul2y4ndia2xic3vz3cjmkj,1155,19,90,4,4,1.321513247153211,6.157894736842105,0.1390664842954638,165.6333186458327,37
did:plc:bapphoq5g3vfrtda3acskwxi,690,30,95,4,3,1.7325960553018673,4.4,0.20430468790364575,176.7576325347247,95
did:plc:egxo44n7e4hx6xdp2udk3mht,3193,60,492,58,8,6.255851897321003,10.3,0.39850773765539454,177.94407230324217,132
did:plc:eu2hetq5zghb7kiue7vwggkn,4190,18,2750,596,32,35.329332759107835,188.66666666666666,0.11734171181485228,176.18301436342574,35
did:plc:rgopceik5posvrsg752ml2gd,202,601,625,45,48,12.645077493877086,2.194675540765391,4.017462933994402,178.65274589120514,653
did:plc:mrztarxngptrtz4ogvhesjdt,868,66,161,10,25,2.9660831516202237,3.9696969696969697,0.4615302976086973,172.95926568287115,158
did:plc:bl7aqowwsweilwjpncokadht,26,93,58,2,47,1.8683001851423957,2.150537634408602,0.6045688989878477,177.98093917824053,104
did:plc:wiagryjapdzrbnk7l3hjdpqe,37,147,122,0,33,4.2063018248680235,2.054421768707483,0.9859576534573946,178.79006761574084,317
did:plc:lm62mt7sjdvepftbmhalbbon,226,87,706,109,16,8.774885956907049,10.551724137931034,0.576991343860615,176.4737343750011,114
did:plc:nu43mwzbqswjredocgje5duf,8110,148,1631,84,221,22.41467020467066,14.08108108108108,1.09753463331274,163.58282440972272,208
did:plc:jrfqnduywws3khrxtnvdsxg3,82,583,354,3,39,9.392375021510015,1.679245283018868,3.9018653828102936,178.33721697916587,670
did:plc:rpfa6yxcbfybuj5jyngcgqpq,198,20,36,8,3,0.52046985189929,3.35,0.11262197675701556,177.58523314814877,26
did:plc:fv574xy5j2f4iijtwsuox4gh,608,360,553,26,149,10.64641993050677,3.022222222222222,2.4325886820063105,177.85650525463123,457
did:plc:6i5jersmelbzmob7tekpo7jp,189,371,613,15,168,12.715284383679126,3.1455525606469004,2.4801658751315965,177.9802863773124,607
did:plc:kz2hnzcyco6n7uy6tdlwaw7x,177,20,231,5,9,2.379309631967524,13.25,0.1207419488448874,175.51510355324106,38
did:plc:4ciphn2qljbsj7ayrr6cpxrp,146,121,1133,46,12,18.280993942627067,10.84297520661157,0.8029635641959029,178.56247743055778,763
did:plc:folsgzh4ld2fuigb4wgz7x6g,72,138,176,0,79,4.615268399668338,2.847826086956522,0.9180309327363004,177.76699824074078,252
did:plc:dlz4edlwc3siod3ay3xeelzq,1525,390,3193,172,289,40.62349497119306,10.36923076923077,2.6208665130783757,178.6634647685179,652
did:plc:gy4ojsbl2op43wzua3ngrkfi,36,194,157,0,105,4.272053471660305,2.350515463917526,1.2907307234229524,178.47214978009185,221
did:plc:dg62hm6kyaujpzsen4tynial,1005,419,1084,212,101,17.847588547397645,4.334128878281623,2.83237343806899,175.876205370371,511
did:plc:h3g5xulcqeiajkmn4br7fbpt,245,41,97,2,17,2.3529450688085047,3.8292682926829267,0.27862974823415143,176.68922626157325,164
did:plc:pfq56pcwoxfjlbsopfvf6xwf,9218,642,961,152,103,22.901904618935657,2.8940809968847354,4.339460299574532,177.91212546296418,1272
did:plc:unxkkr7jcp6vl7eahnkwffcp,146,314,590,24,60,9.5397794045666,3.1464968152866244,2.107222416916535,178.65359489583307,370
did:plc:oqo52qpvtn5n4nygnwf2r4du,150,302,458,26,54,8.682483931983363,2.781456953642384,2.0526977487451434,177.09056192129574,399
did:plc:o7hmttycbfbjtxfduibaxozi,52,276,874,21,152,12.592301825604274,4.793478260869565,1.8260774071671981,178.02567760416756,363
did:plc:33j6ucnj6nkfwf52m3f74cem,47,162,183,0,42,3.742854710692984,2.388888888888889,1.0813151701841455,178.70483273147985,193
did:plc:yqc4i6gpset43ei6dazwf52v,4542,280,774,40,17,23.687274429422846,3.967857142857143,1.89328216082159,177.59961854166454,1998
did:plc:xhs75o2zsn7frqjncosv7p22,248,253,247,8,88,8.38646618672809,2.355731225296443,1.7111198435934072,177.79878635416705,660
did:plc:5ekg3dcfd25swrhj35pqnl2m,278,62,66,3,35,8.807458562652855,2.6774193548387095,0.41664213575387987,178.51102483796302,902
did:plc:gn7vpdrf2ysqzcbeemd2vgd6,72,2912,299,18,423,36.55125635971624,1.254120879120879,19.66968557559627,178.02327467592502,3443
did:plc:o7b5hnam4kvx56u6fqfimcrv,1,716,1,1,0,6.940450157742777,1.0027932960893855,4.80764947017128,178.54880033564788,854
did:plc:4vjimtbglm36ceur6i3rpdsq,508,301,655,28,65,10.182390286195183,3.485049833887043,2.0085528549481255,178.80356650463133,405
did:plc:vzl7r7sreppvowizsp656unu,1713,32,303,20,34,4.018888671526314,12.15625,0.21792702578661263,175.77065555555677,57
did:plc:txznxzsdhlssfif2v4dz7asu,2792,170,455,24,33,10.486003091953238,4.011764705882353,1.1475765247957372,177.73063944444337,670
did:plc:edkvms5qjtdlbbb25zuzz2ze,217,159,94,2,16,2.699887149725475,1.7044025157232705,1.0717619382610346,177.9054252662013,190
did:plc:dtgm3mkfc7juobofvfkrlkr7,443,434,269,22,57,10.835337888108402,1.8018433179723503,2.937274288780865,176.89314283564963,839
did:plc:yo2pfnndiveexadn4d2jvpm4,67,326,216,2,103,8.012845384881418,1.9846625766871167,2.1805320251633105,178.61250741898186,593
did:plc:faun3ef2hlq7bokkmc7licfr,54,176,477,166,54,10.71329865281834,4.9602272727272725,1.1831774569615527,178.56573315972256,499
did:plc:exr3nm7jqvpzcqgrngj34etx,9503,225,18331,4088,926,230.0612926319482,104.75555555555556,1.5304461202543223,176.1713488078697,299
did:plc:axrknqu5pdqdsglelvx7lqfh,402,853,2447,88,267,36.88385840463748,4.284876905041032,5.7330581900092765,178.62838828703596,1194
did:plc:u3xa5imoqnwtni5adpasevbi,287,343,1090,64,188,16.664276751408106,4.912536443148688,2.303188571043237,178.45861741898236,364
did:plc:vypco43vpl6stfnc3aofyt2g,7,181,307,1,15,4.61900840399958,2.7845303867403315,1.150216308943246,176.42345077546383,193
did:plc:hyu7w2s4yygrapcjlhe62zwi,254,745,967,14,122,20.369701419915234,2.4805369127516776,5.0112375054737335,178.14637783564626,1164
did:plc:ajpgujmk5ryimd6e27lq7iu2,523,346,1134,33,86,15.72680131414171,4.621387283236994,2.264084967430506,178.5367852777767,410
did:plc:j62bvz6nhbf4xk5z7yfro6y2,647,1134,1012,2,704,27.702842866740653,2.5149911816578485,7.628033077990797,178.62809893518687,1452
did:plc:rayz5ciw72z2qfelbgqus6va,62,16,13,2,2,1.0314903579619983,2.0625,0.1059523074003037,178.6518176736103,109
did:plc:e5tvp5jiclpokvkawrrmqwu3,777,132,106,19,3,2.118770251500687,1.9696969696969697,0.7420411160249625,177.88771693287072,133
did:plc:phdhsptjrq2d6df53ywb6dld,205,54,57,1,16,1.3695638390784814,2.3703703703703702,0.35971134394217463,178.67086173611108,97
did:plc:2uzhqwxkq6jmgh64ix4vrbyi,37,114,160,2,35,3.0298024040942813,2.7280701754385963,0.7626657494780993,176.67640554398022,146
did:plc:7lx2oztgkkzf7uygfc7ffmw2,231,272,744,24,97,10.961300793793017,4.180147058823529,1.8358017559276112,178.05113243055564,337
did:plc:uve3gi4c4uphwibojc73vhse,95,82,111,8,36,2.5760855942282843,2.8902439024390243,0.5478410099899791,173.23478755787016,114
did:plc:ocmouevzfdc6gu5tdnmruesq,896,118,61,4,5,1.973322289929341,1.5932203389830508,0.773268058652051,178.4092701388868,155
did:plc:w3x2kj4heghxdl7nxpkx5q5s,415,22,53,2,10,0.9331425336707958,3.9545454545454546,0.12662360949934967,175.7212620949083,55
did:plc:lubygvxworzk42jm65agppkd,706,517,1142,24,73,17.384412184497744,3.3965183752417794,3.490675752298728,178.01404335648098,599
did:plc:wpqmwfq4g74ojqrztsb7olzb,101,160,160,4,22,3.2443344432793304,2.1625,1.0889310938944194,176.84475751157436,208
did:plc:p7nlleoumuegrllbtj4ufme4,29,460,325,35,27,8.609962444963399,1.8413043478260869,3.0835218145611467,178.20567520833126,576
did:plc:narjr42fc3vhsqn2ug4cgkgf,335,7,31,1,5,0.17691865495803183,6.285714285714286,0.0415739980268641,169.06429101851802,11
did:plc:37d7j55bwjbhyce7tl4bviri,230,39,12,0,4,0.9356696480191251,1.4102564102564104,0.2661789594046273,176.1961267013903,99
did:plc:lw6iba3c3htij43fe7ljq2ru,130,96,149,8,15,3.9126841906549292,2.7916666666666665,0.6440146039740645,178.64096575231463,323
did:plc:fswdhcwnfsffxansuzic3krv,66,157,203,5,58,4.199834187389515,2.694267515923567,1.0605103821327917,177.9681011689813,186
did:plc:wwziwh5rhe6jexw5a2xf4p65,215,36,64,8,7,1.1172884434098214,3.1944444444444446,0.2345865276306026,174.86640679398067,46
did:plc:hp52cuwq27jwisk3iie6r2ni,634,571,6245,1317,171,84.09695870870831,14.542907180385289,3.816297265373696,178.82173548611226,1095
did:plc:kh2jdgfj3zkbihaxade2jsco,517,163,296,3,67,5.2953133089382,3.245398773006135,1.1000437035618607,177.84541484953905,232
did:plc:vheylsit5f2wm54xcocszupw,287,82,231,53,1,3.077713809902074,4.475609756097561,0.5430746784708516,178.3803095138873,165
did:plc:sg5nhxnotltngxnfbts7niwv,7164,619,1024,184,143,23.57945306345892,3.1825525040387723,4.208222358542714,177.08512202546277,1069
did:plc:hvt457sszdxnvaehhfvd5ef2,74,329,616,57,218,18.260592495473688,3.708206686930091,2.218331540985808,178.21558164351794,1107
did:plc:ufpwy6fatsi5c3svqfddt3yz,589,21,32,2,4,1.85458475293225,2.8095238095238093,0.13988170334947142,178.60830728009344,203
did:plc:fsrmlz3z4drzztvf4iv2lyjo,120,28,39,1,6,0.8475895902354241,2.642857142857143,0.1848118424528151,174.41857918981324,50
did:plc:vmj7ssgrpkbcl5ntnykz6wzt,955,68,504,100,20,6.529673202490003,10.176470588235293,0.4545245545475265,178.42029791666678,95
did:plc:3t536fb2etznbeubayggivec,539,109,116,21,38,3.290826987048901,2.6055045871559632,0.7554878039522241,167.7974050347231,163
did:plc:vm3bgiaswp5msz6j6eqm4zyw,227,74,134,5,17,5.324430032249747,3.108108108108108,0.5030595135670451,176.83936049768494,534
did:plc:pexeuc4akt7ucq3hrma3megw,579,40,25,0,3,1.0483467807493412,1.7,0.2638353338638607,178.58302715277782,109
did:plc:ypieqfnn7fbnvjhtlv6qd7ne,52,82,111,0,21,2.0687619795202328,2.6097560975609757,0.5456275150646432,175.902207627313,102
did:plc:zjhon6kqgytfrdjbr3mpakty,1199,13,28,3,5,16.22023042896854,3.769230769230769,0.08779549629150296,178.06277822916707,2004
did:plc:dw4dojcm7orobumw56m3ho3a,75,112,187,2,31,3.079187639321907,2.9642857142857144,0.7483364303210617,177.19202827546331,138
did:plc:sl5e4dhceock5r7f7ahnq4jm,662,694,816,66,462,22.268880593610046,2.936599423631124,4.661915872656236,178.58682346065012,1015
did:plc:jlij3z4uk3toja5q3iapkrmv,84,104,273,5,32,4.182603366536686,3.980769230769231,0.694623073116421,178.09567526620296,145
did:plc:7ofhunteuyf24atnk3cmxpa6,319,280,779,21,285,14.192342890024111,4.875,1.908174055851312,176.38596466435325,415
did:plc:cs5f4nwezrae7ezixmfnf6ah,120,29,14,2,4,3.1203097688098893,1.6896551724137931,0.19613613464865748,176.95000508101725,378
did:plc:k4jkvtxrd5szvkbln63wrq6z,264,102,107,5,31,2.547380199881404,2.4019607843137254,0.7281324276225354,169.4457852314799,146
did:plc:rnambnea3f37xowilbzgueez,851,172,189,12,31,5.635317645657225,2.3488372093023258,1.1640438973097933,177.69656649305588,398
did:plc:inh2zfxnmizjee3hwc7p52x3,386,131,469,1,16,6.081576849885043,4.709923664122138,0.8925744597204422,176.50420193286956,174
did:plc:3tiswim43rovhc56snlokrjj,2057,199,315,5,57,5.614430876981458,2.8944723618090453,1.319494963624986,178.4457481597226,232
did:plc:rva3iymzcyapwbhhjy5vccc6,596,980,529,114,40,16.642382408260136,1.6969387755102041,6.579879208975373,178.76594491898186,1163
did:plc:6hriwjmttgktsbxkdbblcnjm,1300,575,913,22,312,17.716640906715774,3.168695652173913,3.8131081343865,178.44732930555386,676
did:plc:6axrdwwx6cts6swavchrnu4o,72,99,182,16,48,4.057914534416004,3.484848484848485,0.6828337197537618,174.73577025462907,187
did:plc:v2tpcbyotptzzefl4zvuhcu4,359,37,77,18,6,1.3267318965294554,3.72972972972973,0.24657878971513766,177.0488025694451,46
did:plc:ykys5ukpnmc7wq2hw7a3xmja,23,105,246,0,32,3.800187851510191,3.6476190476190475,0.7208635461274223,174.90469612268387,130
did:plc:leq7phhrheaatudzqb52rhkc,17,125,42,0,0,1.6767750804161947,1.336,0.8287532919565602,178.30626321759212,157
did:plc:xdbeq5uwpizgax7qto7iv32y,178,100,95,4,32,3.8373948377555442,2.31,0.6722502628180975,178.74625292824098,317
did:plc:fcctrev3zvnzdm6ibx5waidg,372,104,79,19,3,9.472521705119421,1.9711538461538463,0.7000999480484337,178.16396113426046,1034
did:plc:2fwr6nt3axx4zkn2e4g2gpub,146,111,112,2,45,2.5629907038577624,2.4324324324324325,0.7407014231011083,178.00879572916637,139
did:plc:ymylv4p6gs354iawa3xcunzz,460,148,385,7,98,7.128961812738782,4.3108108108108105,0.994038099778865,178.77727484953624,310
did:plc:d4l5k3pu24q4xxft63k3hli4,39,101,93,23,8,2.265782803501406,2.227722772277228,0.6833757911019692,177.7474971064815,130
did:plc:h53xrzucooe3vrdd2c5epetm,3576,10,27,3,9,1.5833672028732688,4.9,0.06288477642591038,178.6561440509254,163
did:plc:dwjlnpxtwxl5jaexzmjccxeq,6,335,450,0,13,7.869795668205371,2.382089552238806,2.2527704588264723,177.23930134259163,434
did:plc:xyemdclbzd7i65oxyooqdqgo,145,54,50,4,2,1.3922586120125044,2.037037037037037,0.361062589705568,178.61549707175956,104
did:plc:hxquhqavqdkuqtxt3xiwgok3,537,144,160,8,14,13.958612214006966,2.263888888888889,0.9700575392012178,178.38794379629746,1806
did:plc:vncgnlovldsugrn6fqlmovsy,107,188,133,8,42,4.8657430957433485,1.9734042553191489,1.260511494514027,178.004183333334,377
did:plc:l43wob6qgokeekyrfw5lo6vs,91,65,35,4,1,1.3845275421029977,1.6153846153846154,0.43661825737384247,176.83040326388897,139
did:plc:6sxbcoticnu46frvh54iihvt,89,24,5,0,0,1.353369560274708,1.2083333333333333,0.16148031417486844,178.53413593750034,179
did:plc:mimmwrowuspolksla3jzvh5s,417,39,74,25,4,1.5522391890585128,3.641025641025641,0.2634752602321318,176.64469844907524,67
did:plc:etdzlozhgqp3r3zsykuwqz6y,125,421,470,3,248,10.729315326298142,2.7125890736342044,2.8054725460681857,178.59090494213004,562
did:plc:nacuktpw4c2ziocesalrzoc6,357,133,301,1,16,5.058881940146649,3.3909774436090228,0.9073364882640776,176.58020894675894,211
did:plc:xw57ce5o7vfdcrizusz3uc6f,729,59,137,8,21,3.4567786105336373,3.8135593220338984,0.3953181676535053,178.3429368171289,223
did:plc:oes6mdozktey4g2mik4k3bk7,489,179,568,56,62,8.893028108042246,4.832402234636872,1.2082783610306551,178.02209086805306,280
did:plc:r62sfjncotgvwnzxilu4u2us,22,200,100,2,82,3.68747667869918,1.92,1.3514215325426093,177.41121575231352,253
did:plc:v7crilznhvk5mx7khbiurfyj,25,499,579,20,208,12.462354422719066,2.617234468937876,3.3219944332417364,178.5365814814827,582
did:plc:xdran6elehhq6w6aksob5j35,1414,15,203,1,8,2.2593191452684307,15.133333333333333,0.10075393453987634,178.54735466435275,49
did:plc:aoou3ncc7ewxekarb7waq7ep,198,27,39,4,4,1.1663422892903792,2.740740740740741,0.17434430756284827,174.55036056713098,103
did:plc:jo6gkaeva6iywjitcyuli35v,117,67,472,41,22,6.264009011324624,8.985074626865671,0.44608295036359097,177.6752493287016,138
