did,followers_count,valid_post_count,total_likes,total_reposts,total_replies,mean_X,avg_jump_size,lambda,duration_days,post_count
did:plc:sz53kyoqmaj6na2qchaxftun,34,203,44,7,7,2.508853897640595,1.2857142857142858,1.3489745792370997,179.6140757060189,253
did:plc:zudoflaynozztkqmnn4yr34p,1054,141,258,108,47,6.247158411172578,3.9290780141843973,0.9522138439699054,177.21833268518526,377
did:plc:ua6tfyp5qklcglfh2uz2ee6a,480,52,120,9,7,2.255131257258545,3.6153846153846154,0.36005701635567167,172.2010017361133,117
did:plc:y6vewacg3e2hdnm7bsreiauv,22,2800,11,3,0,27.73182802486905,1.005,18.721835917055408,179.53514056712942,3451
did:plc:ie7gxfxtu656mdcqdzky2erv,71,1024,1592,19,40,26.054538066597893,2.6123046875,6.833859967631038,179.36883958333345,1279
did:plc:vbwbxipwcv5yikupwg2sh7po,40,154,5,1,0,1.5944802028363352,1.0389610389610389,1.026053382130356,179.07044722222344,188
did:plc:sptwdcmbgg7mep3eyd4pzpyk,1398,1106,694,72,55,34.57034856511828,1.7423146473779385,7.360492489043943,179.85238128472258,3452
did:plc:p3ikht476x6jrtrwetdc7vmq,1305,41,103,22,2,1.8728450477344223,4.097560975609756,0.2669516311625859,178.61278181712936,88
did:plc:iesdrkibjhxmpgywy7vuxfuz,2609,3096,21735,1776,6243,320.1996359066273,10.61046511627907,20.683097844967257,179.66008043981537,3916
did:plc:7awqmapfk3uzf4stfu644yx2,521,219,287,31,16,5.400428037017159,2.5251141552511416,1.4596055066984115,177.1048628240741,250
did:plc:kgr3jvcpo2pwtx6i42w2qfwz,2814,1398,20505,1848,1873,246.93370425761847,18.32904148783977,9.340107064665641,179.11091150462903,1601
did:plc:jrryy2ztuhkrexcbanfwxah7,2500,456,5650,480,331,66.30203649086558,15.168859649122806,3.0292487488152933,179.8221811689795,608
did:plc:e3mbryrjg4uxwz2aubohs7bm,412,988,2869,231,250,42.67738846807282,4.390688259109312,6.601831146673588,179.5520491087961,1240
did:plc:tqg2pse57wpphny46jrvalxw,802,704,2312,138,191,37.281501261743315,4.751420454545454,4.694581002273482,179.6379913541647,1416
did:plc:soiffeiplguups6o5s7bjge7,68,2300,364,87,11,26.545020335987317,1.2008695652173913,15.359242025709714,179.74254228009394,2754
did:plc:w4votosv7oqds2y2amh4o2e6,262,108,289,12,35,4.648132398323782,4.111111111111111,0.7829166154726652,166.06154195602016,139
did:plc:hzkvg6dvlxbbf3gre3ro2vrz,440,909,2035,11,562,33.74345610804865,3.869086908690869,6.054878737311411,179.8833466898153,1128
did:plc:rfj6z4bcgrbk7nctsyon5acy,109,153,139,21,41,11.651729938924522,2.3137254901960786,1.014884423380027,179.77844384259373,1356
did:plc:pqhktl45ku5qfepxnoe4apxt,673,337,860,51,58,13.251551090963153,3.8753709198813056,2.250883523094223,179.70058729166786,495
did:plc:3itfsswloibyrxr5mkfkyygr,2006,130,906,52,111,12.524914002541498,9.223076923076922,0.8668603090126983,178.65474358796246,284
did:plc:6bfltprqa5ausfvupusnumr7,941,960,3223,392,192,54.259649508293045,4.965625,6.397619523277384,179.72474490740785,2258
did:plc:75ezjgelvaaifyge4nthnw3s,283,231,705,51,131,11.844349923543595,4.83982683982684,1.5442263850909494,179.52874594907243,503
did:plc:kkexw3i6lq7a3x5zhusnoeh5,33,171,106,4,0,2.7327106019208247,1.6432748538011697,1.1477047252229386,178.97324012731514,208
did:plc:4c2co57uzadomggihxut7ege,27,1261,20,8,758,21.93713230106038,1.6233148295003965,8.372121687282329,179.64172851851694,1813
did:plc:24yetbxfo752lvrngazjxrpo,1062,571,471,13,29,17.214039888746445,1.8984238178633976,3.806880732035102,179.74887547453795,1641
did:plc:mb7k5cvng2url7tg35cu245u,1179,118,369,26,31,10.756111794680457,4.610169491525424,0.7874737572702043,179.63858857638857,807
did:plc:4if5ggkzbzwguymie7wh2n6i,56,301,68,0,1,3.6012693912363143,1.2292358803986712,2.013377889323689,179.4999923726861,362
did:plc:pmv2txxuaryrbil2sdz4ealn,47,543,270,2,176,9.55019955637516,1.8250460405156537,3.6321015283562286,179.44574004629695,671
did:plc:sdeazca42ycfvy25ws5d6x77,14419,314,6052,1131,254,83.36344590017441,24.68471337579618,2.09613297479175,179.7480571990736,1537
did:plc:skojlyuzzr5gsdncmtgyubdc,425,58,140,11,14,5.209869669135856,3.8448275862068964,0.38806149778690624,179.19607690972035,420
did:plc:u5uarhhhg6fbirrqh2mld3wa,1067,1325,3859,139,232,57.123906984412464,4.192452830188679,8.81647138825862,179.1649809259259,2062
did:plc:6uirks6sdle3bfthpth2d7li,2061,191,58,4,29,5.813327328577018,1.4764397905759161,1.2475648764778804,179.73135702546273,579
did:plc:qiodhmabobx6h75fkb6lzk3q,201,92,53,4,28,2.3117955133104484,1.923913043478261,0.6141207760038389,179.59802833333336,182
did:plc:mwfgk4sx4wufgitktld76tmy,2641,239,1266,92,101,16.780807234421314,7.104602510460251,1.6257395864987174,176.92975398148099,276
did:plc:6b4to3vc6rwui2gncsi6x7u6,223,577,3487,321,200,44.32268687979471,7.946273830155979,3.8504549822577143,178.94505148148096,643
did:plc:ogqotxib7apo5yzvysb7foqy,128,39,145,0,4,2.0292212212486356,4.82051282051282,0.26519343785099614,173.78117306712878,85
did:plc:42qjrnaok7pklktb5kxwh2jz,194,290,691,14,129,12.165146111900928,3.8758620689655174,1.933375588032519,178.8983686921304,513
did:plc:cajplovffvdeh227lu5ybm2d,438,1942,2827,223,629,54.26941456630542,2.8944387229660142,12.957615005501856,179.81180846065007,2373
did:plc:ljrmfymrtlyky4guogtpmyai,708,1971,3974,69,70,61.23168674090148,3.08675799086758,13.157029470138337,179.79345302083425,2635
did:plc:x5hapichqqqklzzxbey5sbdb,358,73,485,55,25,26.578443536044023,8.73972602739726,0.48710428438809417,179.70667535879545,2579
did:plc:nxlwfnejkegyqwumyicttwtl,75,217,278,13,140,7.132219765087743,2.986175115207373,1.4487619229475224,179.5204148263898,401
did:plc:avd2eyqvhvdrsgk6grfsuyxh,898,849,1585,58,290,30.908570013868626,3.2767962308598353,5.669598269395564,179.7235734606479,1608
did:plc:3zsgmn7rur5mjjet3szt4v7v,7723,2150,12495,1124,1412,165.72799923029115,7.9911627906976745,14.317468500006328,179.83368001157487,2677
did:plc:yxhvshcjxlehi6omb5rb2hs6,1309,275,14894,4524,414,201.12277060429915,73.11636363636363,1.8356594296888413,179.63814064814812,1240
did:plc:rw7zditkwtgo7synt7hvmkol,831,2428,13518,1480,1560,186.931456400659,7.819604612850083,16.157816558554142,179.88925399305643,3135
did:plc:cb76mgyxc3mqax5cp2vsd4xb,1590,685,4916,572,556,65.00130690693115,9.823357664233576,4.560138579171917,179.6326104976844,1038
did:plc:toartuedwxl5r455puaddbwz,2094,71,190,2,13,28.929797394265634,3.887323943661972,0.47323284617251193,179.82845306712997,3217
did:plc:gdnuiidiqprocibq27cvcyjr,133,43,307,4,19,3.482279240559336,8.674418604651162,0.2794239011983168,178.01065684027694,47
did:plc:bqv5u3ohow7342yrtofijrjh,279,264,2071,312,365,32.622200523099536,11.409090909090908,1.7682979770320204,179.11135244213045,835
did:plc:jx7zykh6yduve5jn66ehoi3w,87,360,96,12,41,6.824418963652229,1.413888888888889,2.2995461960027117,179.51487905092537,633
did:plc:ztztrymit7c4usztfaprz6bk,2549,583,2627,157,374,37.02432129342445,6.416809605488851,3.910987895709215,178.1593929166678,744
did:plc:cikcykfoxcnttcq3ilhhjsj4,17141,1189,41708,2508,1558,451.77189295229726,39.49789739276703,7.92562333907799,179.76452839120395,1523
did:plc:hjbfus6khpl4jycaps65hb3o,595,361,81,4,8,10.128001048875248,1.257617728531856,2.411412526353151,179.68414983796302,1219
did:plc:5j5uprvf4kozr3y5s2lwjjco,347,1236,1125,15,540,29.100720119090393,2.3592233009708736,8.24194967262414,179.88895537036987,1497
did:plc:z2pvwqnespqlu4ej23jsmwmx,723,18,11,1,0,12.193409533111671,1.6666666666666667,0.11994009708459491,179.31381878472314,1406
did:plc:dnfuctwrooxakxut7gpybmmp,46,658,890,0,58,15.545088049466175,2.440729483282675,4.385672598136182,179.63541841435213,877
did:plc:egwcdj4vb25bebbd2jsuqeqs,154,438,239,46,117,9.8378744876212,1.917808219178082,2.9240878924723517,179.63698553240687,769
did:plc:kjt7z7fzi6rrmwoacjqddmkp,393,89,143,3,5,6.238948226890318,2.696629213483146,0.5943712703534683,179.60423672453672,566
did:plc:kfhlcmmvlrhkf4bss2jdxiic,1,21,15,0,5,0.33206381820392156,1.9523809523809523,0.12700017000390845,176.99108968749917,27
did:plc:6utsr2nnvmvdcbl2362hn3el,1528,87,852,49,35,32.65414551474553,11.758620689655173,0.5803833062728811,179.79724128472307,2803
did:plc:kyz7tyhhbadrpemerg3rkd4b,491,1333,1849,138,580,37.68389075469923,2.9257314328582145,8.874971806788619,179.71023207175787,1605
did:plc:elqxrkamlpzspmlpcpnciec4,3768,326,447,32,62,9.199338202942492,2.6595092024539877,2.2088391891786685,177.5288153124987,477
did:plc:th7y32zcnd4jtxap7bfmcvhk,170,136,275,15,71,4.354890087430014,3.6544117647058822,0.8719205294877972,178.91666834490718,200
did:plc:brbg4oj4dqnq57ortyv2iosa,19,80,86,0,26,1.890221213257505,2.4,0.5248352567015614,178.76850280092546,93
did:plc:4e2llmyx325baqw2incynk5d,38,901,1776,1520,1,40.462452115778675,4.659267480577136,6.009700062309412,179.47449362268603,1069
did:plc:ya5yzljbsnsaeoxtpdzw4pua,498,98,114,3,36,23.55293403478045,2.561224489795918,0.6530848913747297,179.8566070949093,2567
did:plc:slqrlxaybh6izidwrnvvpml3,105,238,719,2,105,10.400265397764056,4.470588235294118,1.5971773942152634,178.39351791666613,286
did:plc:viplyyrs47ewnkkrm4edvefn,551,186,990,55,66,13.210298378118663,6.973118279569892,1.2450707579815221,179.2164692361101,315
did:plc:yyuruttkc7dhczuul7twg6lx,400,251,692,37,54,9.846111159222831,4.1195219123505975,1.6253064378159954,175.8383326967585,277
did:plc:dirbewgntw7n3s3nj6ie5b7x,1724,47,100,9,13,2.0715900586066596,3.595744680851064,0.30690651777935885,179.7199634953726,102
did:plc:23a4frvrj6vdvfafivazq5cx,124,997,1606,78,32,26.433742686891353,2.7211634904714144,6.641146392567347,179.6548420138878,1224
did:plc:mfbrj3vfjsvz2dtwi7i26vsd,1513,200,518,63,60,13.147570643310628,4.205,1.3382015736371347,179.3813662731482,879
did:plc:6udtylqjvz7vxsqkpdzwx65i,63,59,33,0,54,1.4085873717310353,2.4745762711864407,0.3858880944889298,176.98739523148095,76
did:plc:6ni3ykzumnkibisu4bureona,144,149,550,19,24,7.652510317593327,4.97986577181208,0.9962793262273462,179.4297690740752,281
did:plc:epgit4bv7bxyzae74hwhsaom,160,24,45,3,4,1.0613358686643606,3.1666666666666665,0.1644339702549996,170.84888709490775,63
did:plc:cvwo7aqdjgeb5olqhwro4w2s,86,57,65,3,21,3.2847531389090805,2.56140350877193,0.38035389496953237,179.38052482638923,311
did:plc:li6qbqblrpq5rzgknr6rce6v,65,699,19,4,2,9.390666310000737,1.0357653791130186,4.658777234536458,179.50113593749978,1211
did:plc:yh2vrbw4ndvnnn5vdaqd3kbe,239,298,3900,513,5,45.41038997743687,15.825503355704697,1.9933110600915098,179.49999806712898,359
did:plc:jimtyp4x65zh5gfwq2t2ncrc,142,3593,2121,71,10,55.78871668258847,1.612858335652658,23.99332637798968,179.7083362847208,4320
did:plc:ufkguhjn2uozinpn6oldehgg,6242,4,335,81,9,7.143211762082926,107.25,0.024678944593846133,177.2394253009254,16
did:plc:emumfgbbmqmncgsdsbnruhhh,1508,592,706,347,171,25.84201159395551,3.0675675675675675,3.9360854757751054,179.831260925926,1704
did:plc:ie3rhha5aa6adydtxtxndb3q,2004,223,955,42,180,14.663918493324983,6.278026905829597,1.5231832593887467,176.25914520833228,394
did:plc:zxc2ekmgyyudm4ow3sn3h54y,426,221,851,37,40,11.598311581275379,5.199095022624435,1.4766292297051349,179.6166024768518,288
did:plc:xc7mwqt5mxtargsqap5gvfmz,3309,1862,1435,248,493,43.67034309449636,2.1686358754027926,12.440806545937159,179.62966596065021,3529
did:plc:swmqudqzrdlmg6xlz7mhuycb,1115,221,77,2,21,3.2423762439578954,1.4524886877828054,1.4730711856533525,179.72045420138923,292
did:plc:zhvfyismwb4gsklks7co3lnc,352,222,94,5,30,3.556224238651678,1.5810810810810811,1.4824375974206576,179.6344276736097,303
did:plc:2nbfiu6jcvb4gcucbgpc7fli,1378,81,31,0,9,17.178924399060435,1.4938271604938271,0.5369234763726309,179.8701984837955,2024
did:plc:pnapo7bd2h6m3pq3tontwrqo,336,378,2565,199,238,33.153803244506356,8.941798941798941,2.5323089853807983,179.2635306597225,548
did:plc:oobtf6lruoiz642dg2kn5usz,41,860,1081,50,50,20.00215742055483,2.3732558139534885,5.78933011651174,178.54765218749918,1103
did:plc:zi34ngy3asfqz6uqf3gyptso,1509,32,212,3,21,6.544707323038145,8.375,0.21194880478301767,179.74630849537198,502
did:plc:37ayxxns3vz3rr6nacgdzfi6,1790,218,954,78,50,12.887565088796979,5.963302752293578,1.452764093953585,178.07839292823994,324
did:plc:smu63dnopebfumcxc4e3r66x,72,454,492,0,117,10.295259985952443,2.341409691629956,3.03400999037375,179.55509781249972,553
did:plc:l5frbcjkce3qevn46zgjkzxm,494,170,524,15,61,13.396695292835402,4.529411764705882,1.1369238594163447,179.52035469907577,1274
did:plc:qbfg7dxaumnmh2kd3w5qvjgk,331,33,58,11,3,2.477732328048812,3.1818181818181817,0.21972722546820753,179.74918692129629,240
did:plc:ooxnfnz3sspkymnogryqjojy,257,334,150,179,47,9.41889710959128,2.125748502994012,2.241617783533515,178.99935781250122,700
did:plc:fus6n22xgywizwkzmkfahxwt,141,819,110,8,67,9.609884723324496,1.225885225885226,5.459983338203613,179.7917910532405,938
did:plc:vzrybkcyfpp3xwpittm75vkz,458,493,1235,124,240,20.991783736298835,4.243407707910751,3.295077260607188,179.5841082986113,730
did:plc:fljmddhhu6ymfjlqtknzhyz3,1304,681,2561,230,643,40.57625203132302,6.042584434654919,4.55184398057474,179.49210012731453,1064
did:plc:6lgxzcjtvrn6i23ks6vwouao,145,356,406,36,43,9.256333223197549,2.3623595505617976,2.4070249123486844,177.80321811342404,573
did:plc:oskhrmycsqiddca4pgxjwvd7,3323,547,4392,79,346,50.932724199879196,9.806215722120658,3.651501708548942,179.71229799768716,643
did:plc:t52ut5ztww2yrpjet7a73dnm,447,271,541,41,31,22.285565896948928,3.261992619926199,1.802675916631943,179.41142531250085,1921
did:plc:caaxgp4sqsdb6fmvdl3cjc3i,297,2954,77,10,2,29.278929409190194,1.0301286391333784,19.67472924941236,179.67358164351847,3428
did:plc:oamfvmx4dsbqjl2bsp36z5hm,18,117,71,15,1,1.9689383297656666,1.7435897435897436,0.7821062649758206,178.6009206134274,145
did:plc:rcnrylgxamgbpmjjauuqg4n4,22,88,70,3,0,1.5757669099891736,1.8295454545454546,0.5857248364055745,177.59255376157384,123
did:plc:qep4f7n2dsqpcjqjwmdphior,953,125,553,4,39,7.664387174158846,5.768,0.8368864879597051,178.61175759259197,231
did:plc:742dyttpas2bg5rirnfgjzvw,554,272,519,41,99,9.082198484583818,3.422794117647059,1.8464208747064048,177.06628640046551,328
did:plc:nwrb6z674vdpx77y22obaahh,26448,2752,35487,4511,1690,426.20512968734363,16.148255813953487,18.37041930130983,179.60192405092496,3181
did:plc:e5mymjjtqe3uwkoevf56yfyz,535,591,6147,1290,94,78.45674227975363,13.742808798646362,3.942229991444558,179.4773651504627,757
did:plc:xbz47d3qs6hworhusjmrd6us,609,2865,6529,202,1961,114.00709163431692,4.033856893542757,19.128968206876195,179.73977723379653,3517
did:plc:3c4t5epnflmtfw2vueigwejm,154,80,44,0,49,1.6198620739298681,2.1625,0.5225389783798572,176.2422528472239,96
did:plc:oxjgcb6ejcs74u3vd5zhcy2x,451,100,77,7,10,5.618640593118183,1.94,0.7105991029932227,170.68929680555507,777
did:plc:5wr2kzkvx4u7ij6scc5firom,20426,115,2155,647,166,30.60068363668267,26.808695652173913,0.7661310578232594,179.7462968634262,257
did:plc:mg34a56ekqpwcjwca5x6yv2p,2394,324,1072,80,178,17.037423823305783,5.104938271604938,2.174573137459418,178.80488607638964,504
did:plc:snbtnwebgoqoyqx574dqckyz,271,1388,8742,166,266,102.38655640146116,7.609510086455331,9.25978500565519,179.4412018865733,1762
did:plc:ptjrxwka3oyfvf6x4hdxd6ol,609,163,202,9,20,8.842650919218675,2.4171779141104293,1.0863811606681044,179.86382917823892,803
did:plc:adkdvwjci2fenihnuyjwndhp,206,169,390,26,72,6.684952880949922,3.8875739644970415,1.126249054907534,178.8133558333334,266
did:plc:fnd42cwktvwzdbe66yoc4pw6,114,27,44,8,2,1.3415981463525188,3.0,0.1800300862640664,179.55544612268608,114
did:plc:gw4yjf2jsndj33dxzvmfx6uk,53,623,793,13,261,16.46103427930559,2.712680577849117,4.1645953351895395,179.57385584490996,762
did:plc:fgnpptyl7f3okxfngyzijemx,916,685,333,91,57,27.133072979652884,1.7021897810218978,4.581690755735579,178.65506487268541,2910
did:plc:7qxzsfmockktzpcqluzgdzkp,474,581,186,53,41,36.200254190692,1.4819277108433735,3.880915389390868,179.7062736226839,3820
did:plc:lyfu5v5vjat7lwuj2kmkfjsi,248,374,108,7,14,6.839468630897168,1.3449197860962567,2.494771532739859,179.78546815972362,791
did:plc:tjfekwcx64afquvpfh3lqour,153,2365,105,10,8,23.871950263880045,1.0520084566596195,15.781172373272423,179.83645313657544,2637
did:plc:vvi5x6slxhyujaa7szmjqsj3,473,1013,968,71,127,21.01024078800195,2.151036525172754,6.754813062697106,179.8669912615722,1165
did:plc:gdkrdez3habpbsgxyqpdhdh7,18,126,26,0,4,1.5693784773675696,1.2380952380952381,0.8450987523653293,177.63393108796467,148
did:plc:goj47o5uzbcfvlbihl52vkpi,2189,136,773,21,31,10.035586312984465,7.0661764705882355,0.9159664577149159,176.63358506944445,289
did:plc:ddygveb6njlwzm76rwz6o2jx,506,314,38,0,23,3.4185331165168624,1.194267515923567,2.0318071937401587,177.59494374999846,373
did:plc:kftpppk5csmfvdqddwuvvdu5,1841,202,426,17,36,20.790436780665885,3.371287128712871,1.3459535144433064,179.6334851620374,2028
did:plc:qfurzqkwjql2nvmesoigk66q,4018,707,1383,144,138,37.44440890936199,3.355021216407355,4.715435432607002,179.52286739583369,2381
did:plc:bxp4ttsugexkemvcbnwnaebp,450,363,12136,406,46,123.31332683333396,35.67768595041322,2.4191240478752167,179.31942295139035,439
did:plc:s4c4ek7nf35akxmcapmakfvt,86,2069,108,13,4,21.190879115803792,1.0604156597390044,13.90360225569072,177.4749530902781,3506
did:plc:enmlhee6bdpi7xl2v4ysmuil,14,387,33,7,4,4.996490083757249,1.1136950904392764,2.5677346787770747,179.74574703703877,546
did:plc:4oezofy5qperpvlyvtbiull6,376,579,5204,954,338,75.31103100063496,12.219343696027634,3.861826368240343,179.83730839120292,1675
did:plc:y5v2ubnoq5oemnuosvcagw36,251,291,244,6,36,5.752126441852311,1.9828178694158076,1.9309115969168658,179.7561510416672,350
did:plc:iw54t4r3hrwyxwnjxboijavq,276,454,862,32,198,15.562606226757461,3.405286343612335,3.038572461070325,179.37842414352076,610
did:plc:su7rix7cjrnac5q3mtgkzjj4,4012,968,2505,218,569,41.888734642366295,4.400826446280992,6.448950762241299,179.70914291666614,1219
did:plc:i6hu3ije6pg3iv7oy53hmbbk,493,479,1437,46,122,20.872689292424354,4.350730688935282,3.196940907980355,179.7874067592593,788
did:plc:skyjchedybcng5owq6mhnewo,127,23,40,2,6,2.275318859199711,3.0869565217391304,0.14965467880982067,179.47009188657557,223
did:plc:75p4ycy6ai74h6mwqplqdmi7,1433,640,1367,43,182,21.997559458538813,3.4875,4.271571936187455,179.68852844907454,977
did:plc:hm7ml6jbwdnk6x3yvptxynvv,4742,3285,34599,5071,5255,467.8550795615753,14.67579908675799,21.94018413965407,179.71577729166657,3722
did:plc:ghfw2gtvdrp2oida2uqs3b5g,2533,2926,41657,969,5814,494.763809747048,17.555023923444978,19.56923541476778,179.51953665509268,3654
did:plc:zvocmq6h5h27vnadljjbtigz,1183,389,798,46,120,18.34328398257591,3.4781491002570695,2.5938394212255584,179.58839527777775,1083
did:plc:n74nw3xvc6m4jfgvokvac4nb,1457,138,1508,536,56,31.77874482190964,16.217391304347824,0.9213102610793849,179.67134552083357,1519
did:plc:7gpygz7ubmv6excrbnrgqufu,300,1145,2773,80,311,42.63801133583369,3.7633187772925765,7.634298552543853,179.63979451388673,1527
did:plc:5q6ck4otnnwuwwxswrzrqnp5,1269,1677,3779,879,442,69.0498204408865,4.041144901610018,11.191555753675297,179.68975281250147,2360
did:plc:u5kdhim4opjhafnniyvin2vg,9106,2258,8696,1137,1185,127.02161507323571,5.879539415411869,15.065854910608628,179.63762671296243,2627
did:plc:axdf675l4n7vg3sgbqsbwezp,258,182,408,15,38,6.0678022886224,3.532967032967033,1.1772796132726893,179.63080840277726,218
did:plc:h3t6suj5t34wvfqrubvoikbf,348,429,511,38,124,11.49561788349642,2.5687645687645686,2.85584469198534,179.7559381018524,609
did:plc:jhm5k7jybt6n4zoxlwkmu57t,139,243,384,3,100,8.023903507609448,3.0041152263374484,1.6069004335952497,179.76727015046058,423
did:plc:7ws2jd2vsgyw73rel7zvjsjt,171,139,203,7,44,5.331912080917942,2.827338129496403,0.9277739571530756,179.5871393981493,355
did:plc:paxjizycwzkyas74joigrtyn,427,982,1540,71,146,26.197153576792623,2.7892057026476578,6.510178399184116,179.8416776620376,1080
did:plc:d7udxldsbxsjin2ta6xauwak,307,40,131,15,11,3.5643651084517027,4.925,0.2631270185259379,179.80204689814812,311
did:plc:o4enstyq2ybysqnm46u4chmi,2287,383,149,36,41,6.641641073002657,1.5900783289817233,2.5697837462839934,178.9079739120382,557
did:plc:absf6nqd2nfnzdyastx3ltsz,708,320,270,7,15,15.412885663866737,1.9125,2.138054615064544,179.61614297453727,1524
did:plc:vmhn3asl3zuiw53cvuxyiujg,1751,319,160,25,7,7.883358945697581,1.6018808777429467,2.13865406345591,179.05783381944454,692
did:plc:zd2qjjnflar2kikw5ol3rqrr,163,227,413,17,86,7.608822619616825,3.2731277533039647,1.5239919457958115,178.93862439814816,338
did:plc:ltgltvwjqvfevwz3ga5vv7b7,354,320,672,120,16,10.92625445886683,3.525,2.1327550458536897,179.48883035879444,389
did:plc:ff3tn542s6hbleuys26oj5pt,233,213,1023,68,117,15.158005287368507,6.671361502347418,1.435337483636147,178.04185589120343,402
did:plc:alehjspiekam4se77xqnhsbb,791,423,975,38,124,16.868548415469444,3.6879432624113475,2.8398744200276838,178.9378072453704,625
did:plc:dusjpfunfuelhl4puetwuw4t,180,1724,2600,64,695,48.208107812887256,2.9483758700696057,11.494787789409415,179.79638709490774,2067
did:plc:f2tmj7ok5zrqbbs4uafcz4vl,95,327,396,33,107,9.796300349278024,2.63914373088685,2.189931454217647,179.18286388888956,552
did:plc:4tyw5liyzjgm5vzc54v6ih5d,177,199,1549,534,67,35.84937074999662,11.804020100502512,1.3263105839998794,179.3946521296297,1760
did:plc:r7cvj3macjtrzskzn2mjg4wq,214,605,194,28,121,10.757888666090233,1.5669421487603306,4.053428974372523,179.2482539351864,1056
did:plc:fbnf5cfihj4j6odrdoukvhj2,409,214,524,159,52,10.561535729083904,4.434579439252336,1.4046496347768642,179.71097506944227,472
did:plc:k6dueaj37sdxaocrr6j2yr44,172,1074,1068,21,251,22.68130973850798,2.2476722532588456,7.158691577880007,179.73793461805693,1189
did:plc:4hj3cddgbvtuez5vb4d74dqg,66,89,81,0,26,1.8433581238033756,2.202247191011236,0.5863195201399105,178.30912553240856,99
did:plc:rudmwoc4j5vgy7r3pfhgddpe,1178,226,1008,79,115,12.943499717968855,6.31858407079646,1.4850433749711225,179.25128064814817,263
did:plc:4u73vodmqcf5xq2hezeikezu,2359,70,3301,872,78,40.78362428867175,61.72857142857143,0.46721596822653794,178.76310821759205,89
did:plc:kuc5qy65qlm4kdx4eyb7d232,49,180,406,14,41,6.34648915687226,3.561111111111111,1.2026257654924462,179.61903637731515,245
did:plc:jbmz4isgbgwqwdx3hthlelth,28,599,52,4,8,6.39748341379213,1.1068447412353923,4.000312473860841,179.73341026620457,720
did:plc:aqybb3paysthy3yrbsxt35om,31,265,150,7,72,5.32961239698243,1.8641509433962264,1.7489461253664087,179.69551675925928,434
did:plc:rdq77femsa7zijmd2s3kywoy,151,606,632,27,199,16.574324459222286,2.4158415841584158,4.054219982951173,179.06419966435266,954
did:plc:l36vtjmiop43wfgratiegano,90,126,104,1,25,2.4738714051198682,2.0317460317460316,0.8373531017763832,179.50305488425823,147
did:plc:yv77myhrngnp7ft2zituev4x,299,995,3346,326,192,47.86273308299877,4.883417085427135,6.67758057951395,178.96878869213162,1227
did:plc:salsfwvdass33nzxdrgbddlm,347,716,2131,68,430,41.86251448685419,4.671787709497207,4.772552137989311,179.57869984953768,2480
did:plc:7y7q5pojwcvxcv2jjdipxeje,52,186,312,2,3,4.932913288410025,2.704301075268817,1.2471206114214073,177.7425305208343,214
did:plc:n4gaczxg7w7dn3zf5bqb75fh,1243,883,2116,124,333,45.20137338930264,3.913929784824462,5.888969382743747,179.88144388888722,2435
did:plc:yjq2m7uzg33gjtvkd23wukj7,896,95,562,20,32,7.219552978518002,7.463157894736842,0.6273742776220935,179.51587670138863,163
did:plc:yihwf3l25ygqiu2emgfy3qso,786,760,3810,175,233,47.68664637948766,6.55,5.059413728890574,179.85682233796075,890
did:plc:nqqf5arxpm636qrk3abvayr2,715,647,225,14,11,8.63898162174045,1.3863987635239567,4.311528064927974,179.8583720717579,789
did:plc:wchggakqppnphhym6afy3mtk,761,979,2873,342,590,56.96148456255914,4.886618998978549,6.532615049689272,179.70676790509236,2386
did:plc:7wf54skzwhqm4ivcfa4ocp5o,519,286,414,18,62,9.601060289288665,2.727272727272727,1.9134925632683415,179.36928181713103,558
did:plc:txpfhwbfbsnht6uyoj7tbkvc,9577,955,13548,1191,1472,166.89642791767204,17.974869109947644,6.374217136387598,179.67306187500003,1570
did:plc:sjvrn4txqhsp6xafzf6bpss2,30743,483,8538,3974,479,135.5883683198238,27.89648033126294,3.221304864351123,179.73001903935162,1308
did:plc:ud7poiv35vyb3gr4xvunxpri,143,45,119,2,3,4.774486381998303,3.7555555555555555,0.2998213366968094,179.72395887731403,417
did:plc:46lyxi2lgct2bplf5e5sqtqe,1485,1915,32986,6629,2515,417.6763763971143,23.0,12.756626583400353,179.59507921296412,2160
did:plc:soovwlvmzwjxwomapshysadc,144,36,25,0,17,7.859537074962757,2.1666666666666665,0.24017069446436634,179.77891267361187,885
did:plc:mf2jwinhbfhnqubdgbyieaeg,122,515,607,103,231,15.083362652791326,2.8271844660194176,3.3870818762252193,178.8505042824094,855
did:plc:5dfeudprjeucl73i3ikynkxq,164,327,735,28,126,11.343187951124952,3.7186544342507646,2.180395642883817,179.64597506944503,397
did:plc:gqxbdb7uil74yp4khcuu5lhl,364,176,220,46,12,7.847769809465815,2.5795454545454546,1.1934857127414331,177.23799474537097,609
did:plc:n3jthsalxox4h6df2phhjv3i,400,705,2117,132,133,29.73196969110342,4.378723404255319,4.695022608371003,179.72053409722116,941
did:plc:tize5g7mq5j2l57cuxsmtwbl,5954,205,1657,261,110,22.761908932559116,10.892682926829268,1.3898167725830188,177.02763490740622,374
did:plc:kpgk5zk245m4jhmmgudcxysf,35,327,47,2,0,4.790637523104158,1.1498470948012232,2.183706631893261,179.28190668981384,569
did:plc:vu2mdjov64lskdols6azebos,192,436,440,22,119,11.369231205100347,2.3325688073394497,2.9536066675987134,177.4985225578701,749
